67,RbSnI_3,Pure,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1,1,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,14,4,2,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
68,RbSnBr_3,Pure,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1,1,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,14,4,2,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
69,RbSnCl_3,Pure,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1,1,1.15,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,14,4,2,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
70,RbPbI_3,Pure,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1,1,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,14,4,2,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
71,RbPbBr_3,Pure,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1,1,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,14,4,2,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
72,RbPbCl_3,Pure,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1,1,1,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,14,4,2,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
73,KBaI_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2,2,2,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
74,KBaBr_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2,2,2,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4,17,7,1
75,KBaCl_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2,2,2,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3,17,7,1
76,KSrI_3,Pure,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1,1,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2,2,2,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5,17,7,1
